dest_path	action	union_path	union_blob	public_blob	layer	export_blob	reason
src/ucp/mappers/map-response.ts	ADD	src/ucp/mappers/map-response.ts	65f1b4c28af32e1cb620914c59fffe58fc070e0a		L1+L2	65f1b4c28af32e1cb620914c59fffe58fc070e0a	Union path absent from public main. Proposed add of frozen union blob.
src/ucp/mappers/map-safety.ts	ADD	src/ucp/mappers/map-safety.ts	b1fad7bc75d4555140cdf0d99491ad843ddb2142		L1+L2	b1fad7bc75d4555140cdf0d99491ad843ddb2142	Union path absent from public main. Proposed add of frozen union blob.
src/ucp/mappers/map-workflow-execution-result.ts	ADD	src/ucp/mappers/map-workflow-execution-result.ts	afc0780d5030981d2c5c08dfdd1d3ba47c81e152		L1+L2	afc0780d5030981d2c5c08dfdd1d3ba47c81e152	Union path absent from public main. Proposed add of frozen union blob.
src/ucp/persistence/index.ts	ADD	src/ucp/persistence/index.ts	f5b06717ec83eddd46eaa5c20b05547d20ef8c26		L1+L2	f5b06717ec83eddd46eaa5c20b05547d20ef8c26	Union path absent from public main. Proposed add of frozen union blob.
src/ucp/persistence/query.ts	ADD	src/ucp/persistence/query.ts	6ea55b0525839c5f91ebc8a39cc8b5150540dfdc		L1+L2	6ea55b0525839c5f91ebc8a39cc8b5150540dfdc	Union path absent from public main. Proposed add of frozen union blob.
src/ucp/persistence/reader.ts	ADD	src/ucp/persistence/reader.ts	2d69156401bef3dc7c4f535a4b8904c09c0aee29		L1+L2	2d69156401bef3dc7c4f535a4b8904c09c0aee29	Union path absent from public main. Proposed add of frozen union blob.
src/ucp/persistence/store.ts	ADD	src/ucp/persistence/store.ts	8c711a5733af708c63d566af4186b470d228b096		L1+L2	8c711a5733af708c63d566af4186b470d228b096	Union path absent from public main. Proposed add of frozen union blob.
src/ucp/persistence/write.ts	ADD	src/ucp/persistence/write.ts	4a8d8cd71ad0947315f2ce55ca9d97a9e7544f74		L1+L2	4a8d8cd71ad0947315f2ce55ca9d97a9e7544f74	Union path absent from public main. Proposed add of frozen union blob.
src/ucp/projection.ts	ADD	src/ucp/projection.ts	d95dc9261b07c0eee2c6b2e71c26d484b869c8b8		L1+L2	d95dc9261b07c0eee2c6b2e71c26d484b869c8b8	Union path absent from public main. Proposed add of frozen union blob.
src/ucp/types.ts	ADD	src/ucp/types.ts	515dfad691f6e4cf6c7ecda46f4528679fbf950b		L1+L2	515dfad691f6e4cf6c7ecda46f4528679fbf950b	Union path absent from public main. Proposed add of frozen union blob.
src/understand/completion/completion.ts	ADD	src/understand/completion/completion.ts	449708e23de6e861626b305867fc5c704da0c818		L1+L2	449708e23de6e861626b305867fc5c704da0c818	Union path absent from public main. Proposed add of frozen union blob.
src/understand/completion/rules.ts	ADD	src/understand/completion/rules.ts	99d79a81abeb7e67c910e85474b8f4aa89aa86ce		L1+L2	99d79a81abeb7e67c910e85474b8f4aa89aa86ce	Union path absent from public main. Proposed add of frozen union blob.
src/understand/completion/types.ts	ADD	src/understand/completion/types.ts	aa4d691ba5ddf1d8372217069ff2a95a3f77c59e		L1+L2	aa4d691ba5ddf1d8372217069ff2a95a3f77c59e	Union path absent from public main. Proposed add of frozen union blob.
src/understand/context/context-alignment.ts	ADD	src/understand/context/context-alignment.ts	311e218fdbba41412870856e6aa439741dc2f8f4		L1+L2	311e218fdbba41412870856e6aa439741dc2f8f4	Union path absent from public main. Proposed add of frozen union blob.
src/understand/context/types.ts	ADD	src/understand/context/types.ts	510ed1e380c0bee976c2c32254d1fb1147e724cc		L1+L2	510ed1e380c0bee976c2c32254d1fb1147e724cc	Union path absent from public main. Proposed add of frozen union blob.
src/understand/disambiguation/detectors/missing-context.detector.ts	ADD	src/understand/disambiguation/detectors/missing-context.detector.ts	adc52f34e03eac96097bd0f5ec5637cebe11e3d1		L1+L2	adc52f34e03eac96097bd0f5ec5637cebe11e3d1	Union path absent from public main. Proposed add of frozen union blob.
src/understand/disambiguation/detectors/overloaded-term.detector.ts	ADD	src/understand/disambiguation/detectors/overloaded-term.detector.ts	f9669ad4e6d11dbe546273c2f975ec062d682fcb		L1+L2	f9669ad4e6d11dbe546273c2f975ec062d682fcb	Union path absent from public main. Proposed add of frozen union blob.
src/understand/disambiguation/detectors/typo-adjacent.detector.ts	ADD	src/understand/disambiguation/detectors/typo-adjacent.detector.ts	b213bf4ef64c61179d14f373434a819a5cb0ee9a		L1+L2	b213bf4ef64c61179d14f373434a819a5cb0ee9a	Union path absent from public main. Proposed add of frozen union blob.
src/understand/disambiguation/registry.ts	ADD	src/understand/disambiguation/registry.ts	b9e0c5991b8cd0ae26010ba55ff5fb30e720c98c		L1+L2	b9e0c5991b8cd0ae26010ba55ff5fb30e720c98c	Union path absent from public main. Proposed add of frozen union blob.
src/understand/disambiguation/types.ts	ADD	src/understand/disambiguation/types.ts	364a5c2ecbf65f834f11ee1328c6c4000f8fcb16		L1+L2	364a5c2ecbf65f834f11ee1328c6c4000f8fcb16	Union path absent from public main. Proposed add of frozen union blob.
src/understand/gap-clarify/index.ts	ADD	src/understand/gap-clarify/index.ts	f2b83172681a436abb29697c466454c51985a5a2		L1+L2	f2b83172681a436abb29697c466454c51985a5a2	Union path absent from public main. Proposed add of frozen union blob.
src/understand/gap-clarify/model-context.ts	ADD	src/understand/gap-clarify/model-context.ts	c9128135e1aeb1b80b7f18063744586e3052611d		L1+L2	c9128135e1aeb1b80b7f18063744586e3052611d	Union path absent from public main. Proposed add of frozen union blob.
src/understand/gap-clarify/proposer.ts	ADD	src/understand/gap-clarify/proposer.ts	d512c14ad0201b205919f3e3aa634a65d6aff2c1		L1+L2	d512c14ad0201b205919f3e3aa634a65d6aff2c1	Union path absent from public main. Proposed add of frozen union blob.
src/understand/goal-isolation/index.ts	ADD	src/understand/goal-isolation/index.ts	43f1f6d79fbdb55151f9994890ed20101b5fe665		L1+L2	43f1f6d79fbdb55151f9994890ed20101b5fe665	Union path absent from public main. Proposed add of frozen union blob.
src/understand/goal-isolation/proposer.ts	ADD	src/understand/goal-isolation/proposer.ts	7cf7d3be4804e5d9b5e7a6d864edf2204a65e851		L1+L2	7cf7d3be4804e5d9b5e7a6d864edf2204a65e851	Union path absent from public main. Proposed add of frozen union blob.
src/understand/goal-isolation/types.ts	ADD	src/understand/goal-isolation/types.ts	2cc54fb616dd99b9d93fa9f8dfb8d16bb0682171		L1+L2	2cc54fb616dd99b9d93fa9f8dfb8d16bb0682171	Union path absent from public main. Proposed add of frozen union blob.
src/understand/intent-draft/index.ts	ADD	src/understand/intent-draft/index.ts	3dbd6dd22843e10c09245b35c603b9c213b9d864		L1+L2	3dbd6dd22843e10c09245b35c603b9c213b9d864	Union path absent from public main. Proposed add of frozen union blob.
src/understand/intent-draft/proposer.ts	ADD	src/understand/intent-draft/proposer.ts	758541b635ba2800b606d28182f522f58332981c		L1+L2	758541b635ba2800b606d28182f522f58332981c	Union path absent from public main. Proposed add of frozen union blob.
src/understand/intent-interpretation/intent-interpretation.ts	ADD	src/understand/intent-interpretation/intent-interpretation.ts	b190a746f0abeed0fc7173c34847b582177ac286		L1+L2	b190a746f0abeed0fc7173c34847b582177ac286	Union path absent from public main. Proposed add of frozen union blob.
src/understand/intent-interpretation/interpreters/color-intent.interpreter.ts	ADD	src/understand/intent-interpretation/interpreters/color-intent.interpreter.ts	44b494875200f4954ff94089af6af1cd0b1e5d5e		L1+L2	44b494875200f4954ff94089af6af1cd0b1e5d5e	Union path absent from public main. Proposed add of frozen union blob.
src/understand/intent-interpretation/interpreters/config-intent.interpreter.ts	ADD	src/understand/intent-interpretation/interpreters/config-intent.interpreter.ts	869f91a0484ec6b5fa621bac082915d2fcdeab8e		L1+L2	869f91a0484ec6b5fa621bac082915d2fcdeab8e	Union path absent from public main. Proposed add of frozen union blob.
src/understand/intent-interpretation/interpreters/text-intent.interpreter.ts	ADD	src/understand/intent-interpretation/interpreters/text-intent.interpreter.ts	3c253e9d48d4f5df7d6542d3867550fa6226811a		L1+L2	3c253e9d48d4f5df7d6542d3867550fa6226811a	Union path absent from public main. Proposed add of frozen union blob.
src/understand/intent-interpretation/interpreters/workflow-intent.interpreter.ts	ADD	src/understand/intent-interpretation/interpreters/workflow-intent.interpreter.ts	064fcc4e96f5531b55dfc50ef6c840f5f87f46c6		L1+L2	064fcc4e96f5531b55dfc50ef6c840f5f87f46c6	Union path absent from public main. Proposed add of frozen union blob.
src/understand/intent-interpretation/registry.ts	ADD	src/understand/intent-interpretation/registry.ts	6d32505a4ee2c2f6428bdba1a9cb88ad66c4152f		L1+L2	6d32505a4ee2c2f6428bdba1a9cb88ad66c4152f	Union path absent from public main. Proposed add of frozen union blob.
src/understand/intent-interpretation/types.ts	ADD	src/understand/intent-interpretation/types.ts	1fb4856320f79ca8f68e5e80947dce364c2a563f		L1+L2	1fb4856320f79ca8f68e5e80947dce364c2a563f	Union path absent from public main. Proposed add of frozen union blob.
src/understand/interpretation/attribution.ts	ADD	src/understand/interpretation/attribution.ts	b114b3a981c668b17cadd359f6b26f1ccb611313		L1+L2	b114b3a981c668b17cadd359f6b26f1ccb611313	Union path absent from public main. Proposed add of frozen union blob.
src/understand/interpretation/intent.ts	ADD	src/understand/interpretation/intent.ts	0a03625688647161e12e4740ae0431d28b33cf7d		L1+L2	0a03625688647161e12e4740ae0431d28b33cf7d	Union path absent from public main. Proposed add of frozen union blob.
src/understand/interpretation/interpretation.ts	ADD	src/understand/interpretation/interpretation.ts	7bf4f84ffa155d0b4a5d59953b0c3dc32606f992		L1+L2	7bf4f84ffa155d0b4a5d59953b0c3dc32606f992	Union path absent from public main. Proposed add of frozen union blob.
src/understand/interpretation/parser.ts	ADD	src/understand/interpretation/parser.ts	4542aa5448e4e7f0fc792c5deb74d9835585364e		L1+L2	4542aa5448e4e7f0fc792c5deb74d9835585364e	Union path absent from public main. Proposed add of frozen union blob.
src/understand/interpretation/rules.ts	ADD	src/understand/interpretation/rules.ts	2e41e44ed2fdb06307091894d94a7136d11cb40d		L1+L2	2e41e44ed2fdb06307091894d94a7136d11cb40d	Union path absent from public main. Proposed add of frozen union blob.
src/understand/interpretation/types.ts	ADD	src/understand/interpretation/types.ts	a8e68486bc785115726fbc2f48936d78b506056a		L1+L2	a8e68486bc785115726fbc2f48936d78b506056a	Union path absent from public main. Proposed add of frozen union blob.
src/understand/shared/types.ts	ADD	src/understand/shared/types.ts	cec2e536a799d4e5168ab0c13d3e2fcac3706aca		L1+L2	cec2e536a799d4e5168ab0c13d3e2fcac3706aca	Union path absent from public main. Proposed add of frozen union blob.
src/understand/silent-guidance/index.ts	ADD	src/understand/silent-guidance/index.ts	bb9f13ec68925520a6ce1fce079e5c0f2e3f57c7		L1+L2	bb9f13ec68925520a6ce1fce079e5c0f2e3f57c7	Union path absent from public main. Proposed add of frozen union blob.
src/understand/silent-guidance/selector.ts	ADD	src/understand/silent-guidance/selector.ts	a174c8059c132465e67703cca58c851fcbaf9bd5		L1+L2	a174c8059c132465e67703cca58c851fcbaf9bd5	Union path absent from public main. Proposed add of frozen union blob.
src/understand/silent-guidance/templates.ts	ADD	src/understand/silent-guidance/templates.ts	26024946ab48d9af9d6be70dd46f7020cd1560ee		L1+L2	26024946ab48d9af9d6be70dd46f7020cd1560ee	Union path absent from public main. Proposed add of frozen union blob.
src/understand/silent-guidance/types.ts	ADD	src/understand/silent-guidance/types.ts	d6c22e6e892d4aeb9e2d927b451f5476c0b9b3e4		L1+L2	d6c22e6e892d4aeb9e2d927b451f5476c0b9b3e4	Union path absent from public main. Proposed add of frozen union blob.
src/understand/turn-effect/index.ts	ADD	src/understand/turn-effect/index.ts	adba113c82350c1c7bdf90d94c1e9fa93e33fe93		L1+L2	adba113c82350c1c7bdf90d94c1e9fa93e33fe93	Union path absent from public main. Proposed add of frozen union blob.
src/understand/turn-effect/proposer.ts	ADD	src/understand/turn-effect/proposer.ts	382d8037bb9fad8705151d952d43816ca84eae09		L1+L2	382d8037bb9fad8705151d952d43816ca84eae09	Union path absent from public main. Proposed add of frozen union blob.
src/utils/credentials.ts	ADD	src/utils/credentials.ts	4544f07801c6e74f7ae07b0124b74e331020556c		L1+L2	4544f07801c6e74f7ae07b0124b74e331020556c	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/business-intent-routing.ts	ADD	src/workflow/business-intent-routing.ts	64b407fcc9bba28d978f686699a460a3316ffd1d		L1+L2	64b407fcc9bba28d978f686699a460a3316ffd1d	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/clarify-surface.ts	ADD	src/workflow/clarify-surface.ts	8e06729d416b872afaa658c7ccce071da21366b0		L1+L2	8e06729d416b872afaa658c7ccce071da21366b0	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/claude-effect-boundary.ts	ADD	src/workflow/claude-effect-boundary.ts	5303737d25a65c1adebf7a0f3d95c87d5c31d021		L1+L2	5303737d25a65c1adebf7a0f3d95c87d5c31d021	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/coordinator-legacy.ts	ADD	src/workflow/coordinator-legacy.ts	ae527bf0ac514108822dfebcb87b849c4bdf4d4e		L1+L2	ae527bf0ac514108822dfebcb87b849c4bdf4d4e	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/coordinator.ts	ADD	src/workflow/coordinator.ts	84938779646222ce1c8c19eb320c69f0876f61dd		L1+L2	84938779646222ce1c8c19eb320c69f0876f61dd	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/cross-surface-parity.ts	ADD	src/workflow/cross-surface-parity.ts	8b59b3e5e429e315e8d43fb7e0df71f771c51492		L1+L2	8b59b3e5e429e315e8d43fb7e0df71f771c51492	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/cursor-effect-boundary.ts	ADD	src/workflow/cursor-effect-boundary.ts	84dcc5944bc4bd9587a7e91ceeb935d186a84d95		L1+L2	84dcc5944bc4bd9587a7e91ceeb935d186a84d95	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/effect-closure.ts	ADD	src/workflow/effect-closure.ts	2fba2eda03386f1c60236fd3087c94b38dc5d3b5		L1+L2	2fba2eda03386f1c60236fd3087c94b38dc5d3b5	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/effect-decision.ts	ADD	src/workflow/effect-decision.ts	3926f5c7b0253f9355998af4a656e542792348ee		L1+L2	3926f5c7b0253f9355998af4a656e542792348ee	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/execution-instance.ts	ADD	src/workflow/execution-instance.ts	cf46f270db239fcb1e152c288dbe4a9c402a7ac9		L1+L2	cf46f270db239fcb1e152c288dbe4a9c402a7ac9	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/fs-effect-boundary.ts	ADD	src/workflow/fs-effect-boundary.ts	795b080ae5396d9439b88cc6c3dddd687f93cd11		L1+L2	795b080ae5396d9439b88cc6c3dddd687f93cd11	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/index.ts	ADD	src/workflow/index.ts	2df051668c66186174eb04fba6571e5e38fc5267		L1+L2	2df051668c66186174eb04fba6571e5e38fc5267	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/isolated-intent.ts	ADD	src/workflow/isolated-intent.ts	40dcd8260c6986bb279a2267ba12e0428b9d6d07		L1+L2	40dcd8260c6986bb279a2267ba12e0428b9d6d07	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/outcome-verification.ts	ADD	src/workflow/outcome-verification.ts	00d526c0c9b0b401d4dc7880b5aa3569e9b2ac7c		L1+L2	00d526c0c9b0b401d4dc7880b5aa3569e9b2ac7c	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/persist-outcome-verification.ts	ADD	src/workflow/persist-outcome-verification.ts	30f5ac7db8bbd29db882a237b4e89188366fc423		L1+L2	30f5ac7db8bbd29db882a237b4e89188366fc423	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/planning-review-spec.ts	ADD	src/workflow/planning-review-spec.ts	422816bda6e0643a301541eebb1acedaee395525		L1+L2	422816bda6e0643a301541eebb1acedaee395525	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/reflect-intent.ts	ADD	src/workflow/reflect-intent.ts	20969a4c8f7c8a22f5ba0baef2d964942b484229		L1+L2	20969a4c8f7c8a22f5ba0baef2d964942b484229	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/resume-token-builder.ts	ADD	src/workflow/resume-token-builder.ts	c99e7a2a65ab8cf10625794439cc6cc3cabd15fd		L1+L2	c99e7a2a65ab8cf10625794439cc6cc3cabd15fd	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/resume-token-io.ts	ADD	src/workflow/resume-token-io.ts	38525cb561d7f84f88087dc867a6b93cd549abd8		L1+L2	38525cb561d7f84f88087dc867a6b93cd549abd8	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/resume-token-types.ts	ADD	src/workflow/resume-token-types.ts	d526a52c4387d3777bf53b282da505115bd81d2b		L1+L2	d526a52c4387d3777bf53b282da505115bd81d2b	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/resume-token-validator.ts	ADD	src/workflow/resume-token-validator.ts	a173fa0bb9db0178ef765d2baf3dab324c598961		L1+L2	a173fa0bb9db0178ef765d2baf3dab324c598961	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/resume-verifier-types.ts	ADD	src/workflow/resume-verifier-types.ts	63e689ea96540a7ac74aa008b6a0bdb6d86f8e6f		L1+L2	63e689ea96540a7ac74aa008b6a0bdb6d86f8e6f	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/resume-verifier.ts	ADD	src/workflow/resume-verifier.ts	b4756be4ef722afe29e648a7ac3ec30feb6b73a0		L1+L2	b4756be4ef722afe29e648a7ac3ec30feb6b73a0	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/route-to-surface.ts	ADD	src/workflow/route-to-surface.ts	b4c43c05df6c33bf6df415971e54f3013e57c72a		L1+L2	b4c43c05df6c33bf6df415971e54f3013e57c72a	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/routing-surface-derive.ts	ADD	src/workflow/routing-surface-derive.ts	a36d81ded138a4bae6e5975c5a4bca5fb38405e3		L1+L2	a36d81ded138a4bae6e5975c5a4bca5fb38405e3	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/routing-surface.ts	ADD	src/workflow/routing-surface.ts	a71e0538ce31ca1cbe0272089ff6f5d0da9ce534		L1+L2	a71e0538ce31ca1cbe0272089ff6f5d0da9ce534	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/session-outcome-observation.ts	ADD	src/workflow/session-outcome-observation.ts	bc579b36486cd5f1f227bd644dbe85224cd5f7d6		L1+L2	bc579b36486cd5f1f227bd644dbe85224cd5f7d6	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/spec-hash.ts	ADD	src/workflow/spec-hash.ts	cad0c35e4b6cc43e8774e281dfd86aae430e1cff		L1+L2	cad0c35e4b6cc43e8774e281dfd86aae430e1cff	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/spec-safety-gate.ts	ADD	src/workflow/spec-safety-gate.ts	9d9e9caa82af3493d0da2a8b2df053763556edaa		L1+L2	9d9e9caa82af3493d0da2a8b2df053763556edaa	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/team-policy-pack.ts	ADD	src/workflow/team-policy-pack.ts	477d5c4c42323b110e97d453fc1c1bd5c5d625a2		L1+L2	477d5c4c42323b110e97d453fc1c1bd5c5d625a2	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/types.ts	ADD	src/workflow/types.ts	49386098b9a526cdd6009e55adc94be764942750		L1+L2	49386098b9a526cdd6009e55adc94be764942750	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/work-plan-generator.ts	ADD	src/workflow/work-plan-generator.ts	faf25e841b0d35e0d3643850ae313ee5f251464f		L1+L2	faf25e841b0d35e0d3643850ae313ee5f251464f	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/work-plan-templates.ts	ADD	src/workflow/work-plan-templates.ts	27b5236166fe9be80ee64d0d45d50dd9fc524e7a		L1+L2	27b5236166fe9be80ee64d0d45d50dd9fc524e7a	Union path absent from public main. Proposed add of frozen union blob.
src/workflow/work-plan-types.ts	ADD	src/workflow/work-plan-types.ts	aecc227007a2d855b394938d59cca68cd5781124		L1+L2	aecc227007a2d855b394938d59cca68cd5781124	Union path absent from public main. Proposed add of frozen union blob.
src/workspace-context/probe.ts	ADD	src/workspace-context/probe.ts	0bf378650faf93fe33078c63f7a3fa482ee4ff95		L1+L2	0bf378650faf93fe33078c63f7a3fa482ee4ff95	Union path absent from public main. Proposed add of frozen union blob.
src/workspace-context/types.ts	ADD	src/workspace-context/types.ts	615401df91074171f7df4627a7122ce9c99b27f8		L1+L2	615401df91074171f7df4627a7122ce9c99b27f8	Union path absent from public main. Proposed add of frozen union blob.
tsconfig.build.json	ADD	tsconfig.build.json	7a21bccf3d2931c3d229f50d322af2b010f19d80		L1+L2	7a21bccf3d2931c3d229f50d322af2b010f19d80	Union path absent from public main. Proposed add of frozen union blob.
tsconfig.json	ADD	tsconfig.json	5b80c9c66bc9a59931e45cafb3ece58c29784223		L1+L2	5b80c9c66bc9a59931e45cafb3ece58c29784223	Union path absent from public main. Proposed add of frozen union blob.
ui/.gitignore	ADD	ui/.gitignore	7a9d1bcab2765f6e540992c8c510847a67074bac		L1	7a9d1bcab2765f6e540992c8c510847a67074bac	Union path absent from public main. Proposed add of frozen union blob.
ui/.npmignore	ADD	ui/.npmignore	0eff92e71006396d0c592fbc6bc87a2486119073		L1	0eff92e71006396d0c592fbc6bc87a2486119073	Union path absent from public main. Proposed add of frozen union blob.
ui/README.md	ADD	ui/README.md	7dbf7ebf3b2a3d84ad526bc47810d1d211331b8b		L1	7dbf7ebf3b2a3d84ad526bc47810d1d211331b8b	Union path absent from public main. Proposed add of frozen union blob.
ui/eslint.config.js	ADD	ui/eslint.config.js	5e6b472f583e34a1cca751440d4f241495475723		L1	5e6b472f583e34a1cca751440d4f241495475723	Union path absent from public main. Proposed add of frozen union blob.
ui/index.html	ADD	ui/index.html	5a1e1d78bdedb20ff64352bccad484cfc16fe6a2		L1	5a1e1d78bdedb20ff64352bccad484cfc16fe6a2	Union path absent from public main. Proposed add of frozen union blob.
ui/launch.bat	ADD	ui/launch.bat	9407702444efcf2fc22e9d13ed32846326a8645b		L1	9407702444efcf2fc22e9d13ed32846326a8645b	Union path absent from public main. Proposed add of frozen union blob.
ui/package-lock.json	ADD	ui/package-lock.json	7f7d8b0542a3f692fe47f87dc00aa0066694f343		L1	7f7d8b0542a3f692fe47f87dc00aa0066694f343	Union path absent from public main. Proposed add of frozen union blob.
ui/package.json	ADD	ui/package.json	ae96b076f8434b2d72e45edc884cf8436275dc05		L1	ae96b076f8434b2d72e45edc884cf8436275dc05	Union path absent from public main. Proposed add of frozen union blob.
ui/public/ai.txt	RIGHTS_HOLD	ui/public/ai.txt	9ea3aba38f970770879cc65bfcd97d931bcb8a48		L1		Frozen union identity retained. No public dest write in this preview. Travels with AI-POLICY.md / NOAI as one rights packet. See docs/release/redline/OPEN_CORE_AI_SIGNALS.md. LICENSE/NOTICE unchanged.
ui/public/apple-icon.png	ADD	ui/public/apple-icon.png	7323f7a0e17457b55c9213b572fa692017a4e0ef		L1	7323f7a0e17457b55c9213b572fa692017a4e0ef	Union path absent from public main. Proposed add of frozen union blob.
ui/public/favicon-16.png	ADD	ui/public/favicon-16.png	485b91c19f8a960ca7b5d406fe9410b36923af30		L1	485b91c19f8a960ca7b5d406fe9410b36923af30	Union path absent from public main. Proposed add of frozen union blob.
ui/public/favicon-32.png	ADD	ui/public/favicon-32.png	696361fcd1c45869c1f41799edd344be3cd03471		L1	696361fcd1c45869c1f41799edd344be3cd03471	Union path absent from public main. Proposed add of frozen union blob.
ui/public/favicon.svg	ADD	ui/public/favicon.svg	5efb491927d08e90095a88d9c9c84670fe00ba86		L1	5efb491927d08e90095a88d9c9c84670fe00ba86	Union path absent from public main. Proposed add of frozen union blob.
ui/public/icon-192.png	ADD	ui/public/icon-192.png	4dea2a077188c48e30dd7c6112e3d4d3da693838		L1	4dea2a077188c48e30dd7c6112e3d4d3da693838	Union path absent from public main. Proposed add of frozen union blob.
ui/public/icon-512.png	ADD	ui/public/icon-512.png	823435e4ee8cb681b392f31d2440d465a87fb58f		L1	823435e4ee8cb681b392f31d2440d465a87fb58f	Union path absent from public main. Proposed add of frozen union blob.
ui/public/icon.png	ADD	ui/public/icon.png	1657b5f0f7cc8cc0e3808dd2053c2a7ca7379f74		L1	1657b5f0f7cc8cc0e3808dd2053c2a7ca7379f74	Union path absent from public main. Proposed add of frozen union blob.
ui/public/icons.svg	ADD	ui/public/icons.svg	e9522193d9f796a9748e9ad8c952a5df73c87db9		L1	e9522193d9f796a9748e9ad8c952a5df73c87db9	Union path absent from public main. Proposed add of frozen union blob.
ui/public/robots.txt	ADD	ui/public/robots.txt	9c92e7d427a4dc8f1c4ebde70520e0f7f2e934bd		L1	9c92e7d427a4dc8f1c4ebde70520e0f7f2e934bd	Union path absent from public main. Proposed add of frozen union blob.
ui/src/App.css	ADD	ui/src/App.css	f90339d8f765fa2c69d9a341959a8ddb9fff5720		L1	f90339d8f765fa2c69d9a341959a8ddb9fff5720	Union path absent from public main. Proposed add of frozen union blob.
ui/src/App.tsx	ADD	ui/src/App.tsx	6dcfe2eeca9c164d1c24b35df9d61b36433f6bc7		L1	6dcfe2eeca9c164d1c24b35df9d61b36433f6bc7	Union path absent from public main. Proposed add of frozen union blob.
ui/src/adapters/history.ts	ADD	ui/src/adapters/history.ts	158f30835ddbfc263c790b806aaae8f7cd2a6bfa		L1	158f30835ddbfc263c790b806aaae8f7cd2a6bfa	Union path absent from public main. Proposed add of frozen union blob.
ui/src/adapters/shell-frame.ts	ADD	ui/src/adapters/shell-frame.ts	8bed40e6e87400c2281b1f19c0f4b05703097ca6		L1	8bed40e6e87400c2281b1f19c0f4b05703097ca6	Union path absent from public main. Proposed add of frozen union blob.
ui/src/api/client.ts	ADD	ui/src/api/client.ts	e9e55583e5ee8fe96bb4fd4182bc7e4317be19cc		L1	e9e55583e5ee8fe96bb4fd4182bc7e4317be19cc	Union path absent from public main. Proposed add of frozen union blob.
ui/src/api/governed.ts	ADD	ui/src/api/governed.ts	394264746349a4acb4916f657ffe4ef04ddaddda		L1	394264746349a4acb4916f657ffe4ef04ddaddda	Union path absent from public main. Proposed add of frozen union blob.
ui/src/api/types.ts	ADD	ui/src/api/types.ts	f92eb4c0c589ff3e9812cf06cc3a4553e259c10a		L1	f92eb4c0c589ff3e9812cf06cc3a4553e259c10a	Union path absent from public main. Proposed add of frozen union blob.
ui/src/assets/hero.png	ADD	ui/src/assets/hero.png	cc51a3d20ad4bc961b596a6adfd686685cd84bb0		L1	cc51a3d20ad4bc961b596a6adfd686685cd84bb0	Union path absent from public main. Proposed add of frozen union blob.
ui/src/assets/react.svg	ADD	ui/src/assets/react.svg	6c87de9bb3358469122cc991d5cf578927246184		L1	6c87de9bb3358469122cc991d5cf578927246184	Union path absent from public main. Proposed add of frozen union blob.
ui/src/assets/vite.svg	ADD	ui/src/assets/vite.svg	5101b674df391399da71c767aa5c976426c9dc7a		L1	5101b674df391399da71c767aa5c976426c9dc7a	Union path absent from public main. Proposed add of frozen union blob.
ui/src/components/execution/ExecutionPanel.tsx	ADD	ui/src/components/execution/ExecutionPanel.tsx	f8f583b20f1ef28bdb967736a5d8ff4123edf1aa		L1	f8f583b20f1ef28bdb967736a5d8ff4123edf1aa	Union path absent from public main. Proposed add of frozen union blob.
ui/src/components/execution/ExecutionStepCard.tsx	ADD	ui/src/components/execution/ExecutionStepCard.tsx	fb26c4c5d7979e5a5f94453af07e3c68b6e00c94		L1	fb26c4c5d7979e5a5f94453af07e3c68b6e00c94	Union path absent from public main. Proposed add of frozen union blob.
